source,target
Cambodia,Slovenia
Portugal,Slovenia
United States,Slovenia
United States Virgin Islands,Slovenia
Oceania,Slovenia
Scotland,Slovenia
Central Europe,Slovenia
Panama,Slovenia
Malawi,Slovenia
Bahamas,Slovenia
Lebanon,Slovenia
Middle SDI,Slovenia
Kuwait,Slovenia
South Korea,Slovenia
Honduras,Slovenia
Switzerland,Slovenia
Philippines,Slovenia
Samoa,Slovenia
Turkey,Slovenia
Austria,Slovenia
Hungary,Slovenia
North Macedonia,Slovenia
Haiti,Slovenia
Central Latin America,Slovenia
Cyprus,Slovenia
High-income,Slovenia
Indonesia,Slovenia
Sweden,Slovenia
United Kingdom,Slovenia
High-income Asia Pacific,Slovenia
Palestine,Slovenia
Latin America and Caribbean,Slovenia
Bulgaria,Slovenia
Taiwan,Slovenia
Mexico,Slovenia
Bhutan,Slovenia
American Samoa,Slovenia
Trinidad and Tobago,Slovenia
Suriname,Slovenia
Bolivia,Slovenia
Croatia,Slovenia
Albania,Slovenia
Fiji,Slovenia
Southeast Asia,Slovenia
Barbados,Slovenia
Bulgaria,Solomon Islands
World,Solomon Islands
Central Latin America,Solomon Islands
Poland,Solomon Islands
Croatia,Solomon Islands
Ecuador,Solomon Islands
Saudi Arabia,Solomon Islands
Indonesia,Solomon Islands
Tunisia,Solomon Islands
Brunei,Solomon Islands
Malaysia,Solomon Islands
Austria,Solomon Islands
Nepal,Solomon Islands
Cambodia,Solomon Islands
Luxembourg,Solomon Islands
Spain,Solomon Islands
Ireland,Solomon Islands
Southeast Asia,Solomon Islands
Peru,Solomon Islands
Northern Mariana Islands,Solomon Islands
Sudan,Solomon Islands
Comoros,Solomon Islands
Seychelles,Solomon Islands
Northern Ireland,Solomon Islands
Grenada,Solomon Islands
Colombia,Solomon Islands
Dominican Republic,Solomon Islands
Denmark,Solomon Islands
Bolivia,Solomon Islands
Belize,Solomon Islands
Libya,Solomon Islands
Turkey,Solomon Islands
Paraguay,Solomon Islands
Haiti,Solomon Islands
Lebanon,Solomon Islands
High SDI,Solomon Islands
Bahamas,Solomon Islands
Palestine,Solomon Islands
Southern Sub-Saharan Africa,Solomon Islands
United Kingdom,Solomon Islands
Zambia,Solomon Islands
Tropical Latin America,Solomon Islands
Oceania,Solomon Islands
Dominica,Solomon Islands
Romania,Solomon Islands
Saint Lucia,Solomon Islands
Iran,Solomon Islands
Japan,Solomon Islands
Czechia,Solomon Islands
New Zealand,Solomon Islands
Southern Latin America,Solomon Islands
Venezuela,Solomon Islands
South Africa,Solomon Islands
Central Europe,Solomon Islands
Wales,Solomon Islands
Sweden,Solomon Islands
Jordan,Solomon Islands
Nicaragua,Solomon Islands
Latin America and Caribbean,Solomon Islands
Argentina,Solomon Islands
South Korea,Solomon Islands
Suriname,Solomon Islands
Tonga,Solomon Islands
Cuba,Solomon Islands
Andean Latin America,Solomon Islands
Azerbaijan,Solomon Islands
United States,Solomon Islands
Samoa,Solomon Islands
Marshall Islands,Solomon Islands
Egypt,Solomon Islands
Afghanistan,Solomon Islands
Montenegro,Solomon Islands
Slovakia,Solomon Islands
Mexico,Solomon Islands
Namibia,Solomon Islands
England,Solomon Islands
Panama,Solomon Islands
France,Solomon Islands
Portugal,Solomon Islands
Pakistan,Solomon Islands
Guyana,Solomon Islands
Oman,Solomon Islands
Puerto Rico,Solomon Islands
North Africa and Middle East,Solomon Islands
Jamaica,Solomon Islands
Uruguay,Solomon Islands
Myanmar,Solomon Islands
High-income,Solomon Islands
High-income Asia Pacific,Solomon Islands
Antigua and Barbuda,Solomon Islands
Netherlands,Solomon Islands
Honduras,Solomon Islands
Vanuatu,Solomon Islands
Qatar,Solomon Islands
Fiji,Solomon Islands
Caribbean,Solomon Islands
Middle SDI,Solomon Islands
Belgium,Solomon Islands
United States Virgin Islands,Solomon Islands
Chile,Solomon Islands
Barbados,Solomon Islands
Iceland,Solomon Islands
Australasia,Solomon Islands
Philippines,Solomon Islands
Bermuda,Solomon Islands
Cyprus,Solomon Islands
Thailand,Solomon Islands
Switzerland,Solomon Islands
Iraq,Solomon Islands
Trinidad and Tobago,Solomon Islands
High-middle SDI,Solomon Islands
Malawi,Solomon Islands
Andorra,Solomon Islands
Germany,Solomon Islands
Algeria,Solomon Islands
Taiwan,Solomon Islands
Yemen,Solomon Islands
Serbia,Solomon Islands
Italy,Solomon Islands
Kuwait,Solomon Islands
North America,Solomon Islands
Hungary,Solomon Islands
Scotland,Solomon Islands
North Macedonia,Solomon Islands
Brazil,Solomon Islands
Syria,Solomon Islands
Albania,Solomon Islands
Laos,Solomon Islands
Bangladesh,Solomon Islands
Micronesia (country),Solomon Islands
Bhutan,Solomon Islands
Canada,Solomon Islands
Bahrain,Solomon Islands
Saint Vincent and the Grenadines,Solomon Islands
American Samoa,Solomon Islands
Costa Rica,Solomon Islands
Bosnia and Herzegovina,Solomon Islands
Norway,Solomon Islands
Kiribati,Solomon Islands
Greece,Solomon Islands
Malta,Solomon Islands
North Korea,Solomon Islands
Australia,Solomon Islands
United Arab Emirates,Solomon Islands
Western Europe,Solomon Islands
Slovenia,Solomon Islands
Kazakhstan,Somalia
Guam,Somalia
Eswatini,Somalia
Low SDI,Somalia
Uganda,Somalia
Chad,Somalia
Central Sub-Saharan Africa,Somalia
Southeast Asia East Asia and Oceania,Somalia
Armenia,Somalia
Nigeria,Somalia
South Sudan,Somalia
Cape Verde,Somalia
Kyrgyzstan,Somalia
Central Europe Eastern Europe and Central Asia,Somalia
Latvia,Somalia
Gabon,Somalia
Zimbabwe,Somalia
El Salvador,Somalia
Lithuania,Somalia
South Asia,Somalia
Botswana,Somalia
Papua New Guinea,Somalia
Sub-Saharan Africa,Somalia
Timor,Somalia
Eastern Sub-Saharan Africa,Somalia
Greenland,Somalia
Vietnam,Somalia
Burundi,Somalia
Burkina Faso,Somalia
Finland,Somalia
Morocco,Somalia
Rwanda,Somalia
Turkmenistan,Somalia
Western Sub-Saharan Africa,Somalia
Israel,Somalia
Mali,Somalia
Djibouti,Somalia
East Asia,Somalia
Guatemala,Somalia
Lesotho,Somalia
Cameroon,Somalia
Russia,Somalia
Togo,Somalia
Tanzania,Somalia
Georgia,Somalia
Cote d'Ivoire,Somalia
Niger,Somalia
Mauritius,Somalia
Uzbekistan,Somalia
Mozambique,Somalia
Mongolia,Somalia
Equatorial Guinea,Somalia
Belarus,Somalia
Senegal,Somalia
Sierra Leone,Somalia
Liberia,Somalia
Ethiopia,Somalia
Estonia,Somalia
Singapore,Somalia
Eritrea,Somalia
Angola,Somalia
Maldives,Somalia
Mauritania,Somalia
Democratic Republic of Congo,Somalia
Ghana,Somalia
Central African Republic,Somalia
Tajikistan,Somalia
Central Asia,Somalia
Congo,Somalia
Moldova,Somalia
Gambia,Somalia
Kenya,Somalia
Low-middle SDI,Somalia
India,Somalia
China,Somalia
Madagascar,Somalia
Ukraine,Somalia
Benin,Somalia
Guinea,Somalia
Sao Tome and Principe,Somalia
Eastern Europe,Somalia
Guinea-Bissau,Somalia
Sri Lanka,Somalia
Nicaragua,South Africa
Bosnia and Herzegovina,South Africa
Scotland,South Africa
Ireland,South Africa
Albania,South Africa
Bulgaria,South Africa
France,South Africa
Iceland,South Africa
Northern Ireland,South Africa
Costa Rica,South Africa
Libya,South Africa
Pakistan,South Africa
Algeria,South Africa
Tropical Latin America,South Africa
Egypt,South Africa
Bangladesh,South Africa
Thailand,South Africa
Cyprus,South Africa
Namibia,South Africa
Jamaica,South Africa
Samoa,South Africa
High-middle SDI,South Africa
Dominica,South Africa
Palestine,South Africa
Colombia,South Africa
Azerbaijan,South Africa
Chile,South Africa
Mexico,South Africa
Bahrain,South Africa
Kiribati,South Africa
Northern Mariana Islands,South Africa
Portugal,South Africa
Taiwan,South Africa
Trinidad and Tobago,South Africa
Luxembourg,South Africa
United Arab Emirates,South Africa
Myanmar,South Africa
United Kingdom,South Africa
Brazil,South Africa
Middle SDI,South Africa
Australia,South Africa
Suriname,South Africa
Latin America and Caribbean,South Africa
Central Europe,South Africa
Yemen,South Africa
Lebanon,South Africa
Norway,South Africa
Cuba,South Africa
Bahamas,South Africa
Paraguay,South Africa
Tunisia,South Africa
Kuwait,South Africa
North Korea,South Africa
Japan,South Africa
Tonga,South Africa
Malawi,South Africa
Germany,South Africa
Micronesia (country),South Africa
High SDI,South Africa
Brunei,South Africa
England,South Africa
Greece,South Africa
Serbia,South Africa
Philippines,South Africa
Vanuatu,South Africa
Slovakia,South Africa
Ecuador,South Africa
Barbados,South Africa
Wales,South Africa
World,South Africa
Belize,South Africa
Turkey,South Africa
High-income Asia Pacific,South Africa
Spain,South Africa
Afghanistan,South Africa
Fiji,South Africa
Czechia,South Africa
Poland,South Africa
United States Virgin Islands,South Africa
Solomon Islands,South Africa
Nepal,South Africa
Saint Vincent and the Grenadines,South Africa
Caribbean,South Africa
Haiti,South Africa
High-income,South Africa
Indonesia,South Africa
Oceania,South Africa
Andorra,South Africa
Panama,South Africa
Iran,South Africa
Bhutan,South Africa
New Zealand,South Africa
Jordan,South Africa
Guyana,South Africa
Saudi Arabia,South Africa
Romania,South Africa
Belgium,South Africa
Southern Latin America,South Africa
Andean Latin America,South Africa
Saint Lucia,South Africa
Venezuela,South Africa
Bermuda,South Africa
Australasia,South Africa
North Macedonia,South Africa
American Samoa,South Africa
North America,South Africa
Southern Sub-Saharan Africa,South Africa
South Korea,South Africa
Zambia,South Africa
Malta,South Africa
Honduras,South Africa
Qatar,South Africa
Denmark,South Africa
Western Europe,South Africa
Sweden,South Africa
Cambodia,South Africa
Uruguay,South Africa
Bolivia,South Africa
Seychelles,South Africa
Marshall Islands,South Africa
Puerto Rico,South Africa
Sudan,South Africa
Iraq,South Africa
Antigua and Barbuda,South Africa
Netherlands,South Africa
Switzerland,South Africa
Canada,South Africa
Argentina,South Africa
United States,South Africa
Central Latin America,South Africa
Hungary,South Africa
Comoros,South Africa
Syria,South Africa
Laos,South Africa
Peru,South Africa
Dominican Republic,South Africa
Austria,South Africa
North Africa and Middle East,South Africa
Croatia,South Africa
Montenegro,South Africa
Oman,South Africa
Malaysia,South Africa
Slovenia,South Africa
Grenada,South Africa
Southeast Asia,South Africa
Italy,South Africa
Guinea-Bissau,South Asia
Kyrgyzstan,South Asia
Botswana,South Asia
Mali,South Asia
Timor,South Asia
East Asia,South Asia
Congo,South Asia
Low SDI,South Asia
Mauritius,South Asia
Tanzania,South Asia
Central Asia,South Asia
Israel,South Asia
Rwanda,South Asia
Central Sub-Saharan Africa,South Asia
Somalia,South Asia
India,South Asia
Lesotho,South Asia
Russia,South Asia
Turkmenistan,South Asia
Cameroon,South Asia
Democratic Republic of Congo,South Asia
Central African Republic,South Asia
Kazakhstan,South Asia
Angola,South Asia
Sierra Leone,South Asia
Ethiopia,South Asia
Zimbabwe,South Asia
Guam,South Asia
Benin,South Asia
Togo,South Asia
Liberia,South Asia
Central Europe Eastern Europe and Central Asia,South Asia
Gabon,South Asia
Cote d'Ivoire,South Asia
Senegal,South Asia
Eritrea,South Asia
Niger,South Asia
Sri Lanka,South Asia
Eswatini,South Asia
Greenland,South Asia
Sao Tome and Principe,South Asia
Equatorial Guinea,South Asia
Armenia,South Asia
Chad,South Asia
Kenya,South Asia
Mozambique,South Asia
Madagascar,South Asia
Eastern Sub-Saharan Africa,South Asia
Ghana,South Asia
Tajikistan,South Asia
Burundi,South Asia
Ukraine,South Asia
Mauritania,South Asia
Uzbekistan,South Asia
Eastern Europe,South Asia
Lithuania,South Asia
Estonia,South Asia
Sub-Saharan Africa,South Asia
Vietnam,South Asia
Finland,South Asia
Gambia,South Asia
Western Sub-Saharan Africa,South Asia
Guinea,South Asia
Mongolia,South Asia
Southeast Asia East Asia and Oceania,South Asia
Singapore,South Asia
Papua New Guinea,South Asia
Low-middle SDI,South Asia
Nigeria,South Asia
South Sudan,South Asia
Morocco,South Asia
Moldova,South Asia
Georgia,South Asia
Guatemala,South Asia
Burkina Faso,South Asia
Djibouti,South Asia
Latvia,South Asia
Belarus,South Asia
Maldives,South Asia
Cape Verde,South Asia
China,South Asia
Uganda,South Asia
El Salvador,South Asia
Portugal,South Korea
Nicaragua,South Korea
Bangladesh,South Korea
High-income,South Korea
Palestine,South Korea
Honduras,South Korea
High-income Asia Pacific,South Korea
Tunisia,South Korea
Austria,South Korea
Bosnia and Herzegovina,South Korea
Suriname,South Korea
Germany,South Korea
Marshall Islands,South Korea
High SDI,South Korea
Malta,South Korea
Belgium,South Korea
Canada,South Korea
Czechia,South Korea
Jordan,South Korea
Indonesia,South Korea
Cuba,South Korea
Northern Mariana Islands,South Korea
Tonga,South Korea
Latin America and Caribbean,South Korea
Bolivia,South Korea
Western Europe,South Korea
Spain,South Korea
Iraq,South Korea
Philippines,South Korea
Colombia,South Korea
Saudi Arabia,South Korea
Azerbaijan,South Korea
Bahamas,South Korea
Central Latin America,South Korea
Vanuatu,South Korea
Iran,South Korea
Wales,South Korea
Slovakia,South Korea
Bhutan,South Korea
Micronesia (country),South Korea
Italy,South Korea
Oceania,South Korea
France,South Korea
Argentina,South Korea
Pakistan,South Korea
Mexico,South Korea
Saint Vincent and the Grenadines,South Korea
Solomon Islands,South Korea
Taiwan,South Korea
American Samoa,South Korea
Guyana,South Korea
Montenegro,South Korea
Malawi,South Korea
Peru,South Korea
Cyprus,South Korea
Puerto Rico,South Korea
New Zealand,South Korea
Croatia,South Korea
United Kingdom,South Korea
Jamaica,South Korea
Laos,South Korea
United States,South Korea
Tropical Latin America,South Korea
North Korea,South Korea
Caribbean,South Korea
Haiti,South Korea
Middle SDI,South Korea
Dominica,South Korea
Southern Latin America,South Korea
Greece,South Korea
Japan,South Korea
Yemen,South Korea
Nepal,South Korea
Southern Sub-Saharan Africa,South Korea
Bermuda,South Korea
Switzerland,South Korea
Zambia,South Korea
Australia,South Korea
Sweden,South Korea
Cambodia,South Korea
Chile,South Korea
High-middle SDI,South Korea
Serbia,South Korea
Paraguay,South Korea
Qatar,South Korea
Algeria,South Korea
North America,South Korea
Fiji,South Korea
Romania,South Korea
Namibia,South Korea
Seychelles,South Korea
Slovenia,South Korea
Kuwait,South Korea
Andean Latin America,South Korea
Uruguay,South Korea
Costa Rica,South Korea
Belize,South Korea
Luxembourg,South Korea
Venezuela,South Korea
Andorra,South Korea
England,South Korea
Southeast Asia,South Korea
Bulgaria,South Korea
South Africa,South Korea
Poland,South Korea
Lebanon,South Korea
Albania,South Korea
Thailand,South Korea
Trinidad and Tobago,South Korea
United Arab Emirates,South Korea
Libya,South Korea
Myanmar,South Korea
Kiribati,South Korea
Ireland,South Korea
Malaysia,South Korea
Bahrain,South Korea
Ecuador,South Korea
Sudan,South Korea
United States Virgin Islands,South Korea
Samoa,South Korea
Hungary,South Korea
North Macedonia,South Korea
Egypt,South Korea
Oman,South Korea
Panama,South Korea
Brazil,South Korea
Norway,South Korea
Australasia,South Korea
Syria,South Korea
Iceland,South Korea
Central Europe,South Korea
Northern Ireland,South Korea
World,South Korea
Scotland,South Korea
Grenada,South Korea
Denmark,South Korea
Dominican Republic,South Korea
Barbados,South Korea
Saint Lucia,South Korea
North Africa and Middle East,South Korea
Turkey,South Korea
Comoros,South Korea
Netherlands,South Korea
Antigua and Barbuda,South Korea
Brunei,South Korea
Afghanistan,South Korea
China,South Sudan
Burundi,South Sudan
Timor,South Sudan
Rwanda,South Sudan
Sao Tome and Principe,South Sudan
Latvia,South Sudan
Low SDI,South Sudan
Sierra Leone,South Sudan
Eastern Sub-Saharan Africa,South Sudan
Finland,South Sudan
Low-middle SDI,South Sudan
Gabon,South Sudan
Kenya,South Sudan
Eritrea,South Sudan
Democratic Republic of Congo,South Sudan
Mauritius,South Sudan
Sub-Saharan Africa,South Sudan
Vietnam,South Sudan
Angola,South Sudan
Sri Lanka,South Sudan
Southeast Asia East Asia and Oceania,South Sudan
Singapore,South Sudan
Russia,South Sudan
Greenland,South Sudan
Cape Verde,South Sudan
Estonia,South Sudan
East Asia,South Sudan
Ukraine,South Sudan
Western Sub-Saharan Africa,South Sudan
South Asia,South Sudan
Senegal,South Sudan
Georgia,South Sudan
Israel,South Sudan
Liberia,South Sudan
Botswana,South Sudan
Central Europe Eastern Europe and Central Asia,South Sudan
Armenia,South Sudan
Lesotho,South Sudan
Papua New Guinea,South Sudan
Mauritania,South Sudan
Mongolia,South Sudan
Kazakhstan,South Sudan
Guatemala,South Sudan
Benin,South Sudan
Moldova,South Sudan
Lithuania,South Sudan
Burkina Faso,South Sudan
Eastern Europe,South Sudan
El Salvador,South Sudan
Uzbekistan,South Sudan
Djibouti,South Sudan
Nigeria,South Sudan
Belarus,South Sudan
Tanzania,South Sudan
Gambia,South Sudan
Madagascar,South Sudan
Zimbabwe,South Sudan
Mozambique,South Sudan
Guam,South Sudan
Tajikistan,South Sudan
Ethiopia,South Sudan
Mali,South Sudan
Equatorial Guinea,South Sudan
Central Asia,South Sudan
Eswatini,South Sudan
Somalia,South Sudan
Congo,South Sudan
Guinea-Bissau,South Sudan
Maldives,South Sudan
Kyrgyzstan,South Sudan
Guinea,South Sudan
Uganda,South Sudan
Cote d'Ivoire,South Sudan
Ghana,South Sudan
Niger,South Sudan
India,South Sudan
Morocco,South Sudan
Central Sub-Saharan Africa,South Sudan
Central African Republic,South Sudan
Chad,South Sudan
Cameroon,South Sudan
Togo,South Sudan
Turkmenistan,South Sudan
Algeria,Southeast Asia
Andean Latin America,Southeast Asia
Malaysia,Southeast Asia
North Macedonia,Southeast Asia
Nepal,Southeast Asia
Tropical Latin America,Southeast Asia
Wales,Southeast Asia
Bermuda,Southeast Asia
Pakistan,Southeast Asia
United Kingdom,Southeast Asia
Hungary,Southeast Asia
Barbados,Southeast Asia
Middle SDI,Southeast Asia
Sudan,Southeast Asia
France,Southeast Asia
South Africa,Southeast Asia
Northern Mariana Islands,Southeast Asia
Colombia,Southeast Asia
High-middle SDI,Southeast Asia
Grenada,Southeast Asia
Canada,Southeast Asia
Japan,Southeast Asia
Croatia,Southeast Asia
Bahamas,Southeast Asia
South Korea,Southeast Asia
Bosnia and Herzegovina,Southeast Asia
Kiribati,Southeast Asia
Belgium,Southeast Asia
Slovakia,Southeast Asia
Panama,Southeast Asia
Egypt,Southeast Asia
Bolivia,Southeast Asia
Samoa,Southeast Asia
Sweden,Southeast Asia
Jamaica,Southeast Asia
Philippines,Southeast Asia
Vanuatu,Southeast Asia
Honduras,Southeast Asia
Albania,Southeast Asia
Latin America and Caribbean,Southeast Asia
Fiji,Southeast Asia
High-income,Southeast Asia
Dominica,Southeast Asia
Zambia,Southeast Asia
Romania,Southeast Asia
Iran,Southeast Asia
Peru,Southeast Asia
Venezuela,Southeast Asia
Palestine,Southeast Asia
Serbia,Southeast Asia
Laos,Southeast Asia
Poland,Southeast Asia
Scotland,Southeast Asia
Bulgaria,Southeast Asia
Argentina,Southeast Asia
Denmark,Southeast Asia
Caribbean,Southeast Asia
Ecuador,Southeast Asia
Malawi,Southeast Asia
Nicaragua,Southeast Asia
Montenegro,Southeast Asia
Thailand,Southeast Asia
Comoros,Southeast Asia
Antigua and Barbuda,Southeast Asia
Bhutan,Southeast Asia
Oceania,Southeast Asia
Tonga,Southeast Asia
American Samoa,Southeast Asia
Brazil,Southeast Asia
England,Southeast Asia
Lebanon,Southeast Asia
Central Europe,Southeast Asia
Turkey,Southeast Asia
Yemen,Southeast Asia
Costa Rica,Southeast Asia
High SDI,Southeast Asia
Northern Ireland,Southeast Asia
Cambodia,Southeast Asia
Czechia,Southeast Asia
Puerto Rico,Southeast Asia
United States,Southeast Asia
Saint Vincent and the Grenadines,Southeast Asia
Marshall Islands,Southeast Asia
Libya,Southeast Asia
Solomon Islands,Southeast Asia
Afghanistan,Southeast Asia
North America,Southeast Asia
Myanmar,Southeast Asia
New Zealand,Southeast Asia
Switzerland,Southeast Asia
Luxembourg,Southeast Asia
Southern Latin America,Southeast Asia
Western Europe,Southeast Asia
Indonesia,Southeast Asia
Haiti,Southeast Asia
Dominican Republic,Southeast Asia
Ireland,Southeast Asia
Tunisia,Southeast Asia
Iraq,Southeast Asia
Uruguay,Southeast Asia
Germany,Southeast Asia
Jordan,Southeast Asia
Bangladesh,Southeast Asia
Austria,Southeast Asia
Italy,Southeast Asia
Bahrain,Southeast Asia
Cyprus,Southeast Asia
Central Latin America,Southeast Asia
Malta,Southeast Asia
Slovenia,Southeast Asia
Australia,Southeast Asia
North Korea,Southeast Asia
Spain,Southeast Asia
Paraguay,Southeast Asia
Micronesia (country),Southeast Asia
Kuwait,Southeast Asia
Andorra,Southeast Asia
Seychelles,Southeast Asia
Iceland,Southeast Asia
Greece,Southeast Asia
Cuba,Southeast Asia
Qatar,Southeast Asia
Saint Lucia,Southeast Asia
Australasia,Southeast Asia
Namibia,Southeast Asia
Brunei,Southeast Asia
United States Virgin Islands,Southeast Asia
Trinidad and Tobago,Southeast Asia
Saudi Arabia,Southeast Asia
Belize,Southeast Asia
Mexico,Southeast Asia
United Arab Emirates,Southeast Asia
Azerbaijan,Southeast Asia
Netherlands,Southeast Asia
Chile,Southeast Asia
Suriname,Southeast Asia
Southern Sub-Saharan Africa,Southeast Asia
Taiwan,Southeast Asia
High-income Asia Pacific,Southeast Asia
North Africa and Middle East,Southeast Asia
World,Southeast Asia
Guyana,Southeast Asia
Oman,Southeast Asia
Syria,Southeast Asia
Portugal,Southeast Asia
Norway,Southeast Asia
Finland,Southeast Asia East Asia and Oceania
Sao Tome and Principe,Southeast Asia East Asia and Oceania
Vietnam,Southeast Asia East Asia and Oceania
Eritrea,Southeast Asia East Asia and Oceania
Togo,Southeast Asia East Asia and Oceania
Eswatini,Southeast Asia East Asia and Oceania
Papua New Guinea,Southeast Asia East Asia and Oceania
Congo,Southeast Asia East Asia and Oceania
Eastern Sub-Saharan Africa,Southeast Asia East Asia and Oceania
Mauritius,Southeast Asia East Asia and Oceania
Chad,Southeast Asia East Asia and Oceania
South Sudan,Southeast Asia East Asia and Oceania
Central Sub-Saharan Africa,Southeast Asia East Asia and Oceania
Liberia,Southeast Asia East Asia and Oceania
Somalia,Southeast Asia East Asia and Oceania
Sub-Saharan Africa,Southeast Asia East Asia and Oceania
Central African Republic,Southeast Asia East Asia and Oceania
Uganda,Southeast Asia East Asia and Oceania
Israel,Southeast Asia East Asia and Oceania
Nigeria,Southeast Asia East Asia and Oceania
China,Southeast Asia East Asia and Oceania
Democratic Republic of Congo,Southeast Asia East Asia and Oceania
Turkmenistan,Southeast Asia East Asia and Oceania
Timor,Southeast Asia East Asia and Oceania
Burundi,Southeast Asia East Asia and Oceania
Sri Lanka,Southeast Asia East Asia and Oceania
Cote d'Ivoire,Southeast Asia East Asia and Oceania
El Salvador,Southeast Asia East Asia and Oceania
Mongolia,Southeast Asia East Asia and Oceania
Guam,Southeast Asia East Asia and Oceania
Armenia,Southeast Asia East Asia and Oceania
Maldives,Southeast Asia East Asia and Oceania
Mauritania,Southeast Asia East Asia and Oceania
Benin,Southeast Asia East Asia and Oceania
Angola,Southeast Asia East Asia and Oceania
Ukraine,Southeast Asia East Asia and Oceania
Georgia,Southeast Asia East Asia and Oceania
Gambia,Southeast Asia East Asia and Oceania
Guatemala,Southeast Asia East Asia and Oceania
Senegal,Southeast Asia East Asia and Oceania
Tajikistan,Southeast Asia East Asia and Oceania
Greenland,Southeast Asia East Asia and Oceania
Low-middle SDI,Southeast Asia East Asia and Oceania
Mozambique,Southeast Asia East Asia and Oceania
Rwanda,Southeast Asia East Asia and Oceania
Lithuania,Southeast Asia East Asia and Oceania
Ethiopia,Southeast Asia East Asia and Oceania
Uzbekistan,Southeast Asia East Asia and Oceania
Kyrgyzstan,Southeast Asia East Asia and Oceania
Niger,Southeast Asia East Asia and Oceania
Botswana,Southeast Asia East Asia and Oceania
Western Sub-Saharan Africa,Southeast Asia East Asia and Oceania
Guinea,Southeast Asia East Asia and Oceania
India,Southeast Asia East Asia and Oceania
Equatorial Guinea,Southeast Asia East Asia and Oceania
Mali,Southeast Asia East Asia and Oceania
Cape Verde,Southeast Asia East Asia and Oceania
Kazakhstan,Southeast Asia East Asia and Oceania
Moldova,Southeast Asia East Asia and Oceania
Tanzania,Southeast Asia East Asia and Oceania
South Asia,Southeast Asia East Asia and Oceania
Latvia,Southeast Asia East Asia and Oceania
Gabon,Southeast Asia East Asia and Oceania
Russia,Southeast Asia East Asia and Oceania
East Asia,Southeast Asia East Asia and Oceania
Estonia,Southeast Asia East Asia and Oceania
Kenya,Southeast Asia East Asia and Oceania
Guinea-Bissau,Southeast Asia East Asia and Oceania
Zimbabwe,Southeast Asia East Asia and Oceania
Low SDI,Southeast Asia East Asia and Oceania
Ghana,Southeast Asia East Asia and Oceania
Lesotho,Southeast Asia East Asia and Oceania
Central Europe Eastern Europe and Central Asia,Southeast Asia East Asia and Oceania
Burkina Faso,Southeast Asia East Asia and Oceania
Cameroon,Southeast Asia East Asia and Oceania
Madagascar,Southeast Asia East Asia and Oceania
Djibouti,Southeast Asia East Asia and Oceania
Eastern Europe,Southeast Asia East Asia and Oceania
Belarus,Southeast Asia East Asia and Oceania
Sierra Leone,Southeast Asia East Asia and Oceania
Morocco,Southeast Asia East Asia and Oceania
Central Asia,Southeast Asia East Asia and Oceania
Singapore,Southeast Asia East Asia and Oceania
North Korea,Southern Latin America
Saint Vincent and the Grenadines,Southern Latin America
Lebanon,Southern Latin America
Fiji,Southern Latin America
Cuba,Southern Latin America
Latin America and Caribbean,Southern Latin America
Azerbaijan,Southern Latin America
Bulgaria,Southern Latin America
Venezuela,Southern Latin America
Mexico,Southern Latin America
Nicaragua,Southern Latin America
Saint Lucia,Southern Latin America
France,Southern Latin America
Netherlands,Southern Latin America
Australasia,Southern Latin America
Trinidad and Tobago,Southern Latin America
Hungary,Southern Latin America
Switzerland,Southern Latin America
Saudi Arabia,Southern Latin America
Vanuatu,Southern Latin America
Southeast Asia,Southern Latin America
Grenada,Southern Latin America
South Korea,Southern Latin America
Northern Mariana Islands,Southern Latin America
High-middle SDI,Southern Latin America
Southern Sub-Saharan Africa,Southern Latin America
New Zealand,Southern Latin America
Central Latin America,Southern Latin America
Slovenia,Southern Latin America
Colombia,Southern Latin America
Norway,Southern Latin America
Czechia,Southern Latin America
Paraguay,Southern Latin America
Belgium,Southern Latin America
Nepal,Southern Latin America
Tropical Latin America,Southern Latin America
Scotland,Southern Latin America
World,Southern Latin America
Panama,Southern Latin America
Turkey,Southern Latin America
Oman,Southern Latin America
South Africa,Southern Latin America
Germany,Southern Latin America
Italy,Southern Latin America
Serbia,Southern Latin America
Malaysia,Southern Latin America
Algeria,Southern Latin America
Jamaica,Southern Latin America
Honduras,Southern Latin America
Croatia,Southern Latin America
Solomon Islands,Southern Latin America
Iraq,Southern Latin America
Bolivia,Southern Latin America
Afghanistan,Southern Latin America
England,Southern Latin America
Jordan,Southern Latin America
Taiwan,Southern Latin America
Andean Latin America,Southern Latin America
Iceland,Southern Latin America
Albania,Southern Latin America
High-income,Southern Latin America
Suriname,Southern Latin America
Qatar,Southern Latin America
Peru,Southern Latin America
Ireland,Southern Latin America
Barbados,Southern Latin America
North Africa and Middle East,Southern Latin America
Palestine,Southern Latin America
Portugal,Southern Latin America
High SDI,Southern Latin America
Ecuador,Southern Latin America
Tonga,Southern Latin America
Pakistan,Southern Latin America
Bhutan,Southern Latin America
Uruguay,Southern Latin America
North Macedonia,Southern Latin America
Austria,Southern Latin America
Myanmar,Southern Latin America
Dominica,Southern Latin America
Northern Ireland,Southern Latin America
Thailand,Southern Latin America
Micronesia (country),Southern Latin America
Costa Rica,Southern Latin America
United Kingdom,Southern Latin America
Brazil,Southern Latin America
Cambodia,Southern Latin America
Brunei,Southern Latin America
Andorra,Southern Latin America
Syria,Southern Latin America
United States,Southern Latin America
